team,player,impact
A&M-Corpus Christi,Sheldon Williams,1.888
A&M-Corpus Christi,DA Houston,1.212
A&M-Corpus Christi,Franck Yetna,1.129
A&M-Corpus Christi,Mason Gibson,1.109
A&M-Corpus Christi,Nicholas Shogbonyo,0.976
A&M-Corpus Christi,Bryson Wheatfall,0.912
A&M-Corpus Christi,Cenker Evran,0.865
A&M-Corpus Christi,Leo Torbor,0.746
A&M-Corpus Christi,Devon Kobi Pearson,0.415
A&M-Corpus Christi,Daniel Michelini-Jackson,0.236
A&M-Corpus Christi,Kam Parker,0.052
A&M-Corpus Christi,Jaden Haire,0.028
A&M-Corpus Christi,Jamal Ambrose,0.022
A&M-Corpus Christi,Cedric Horton,0.009
Abilene Christian,Bradyn Hubbard,1.942
Abilene Christian,Chilaydrien Newton,1.453
Abilene Christian,Rich Smith,1.302
Abilene Christian,Zy Wright,1.233
Abilene Christian,Yaniel Rivera,1.092
Abilene Christian,Joseph Venzant,0.866
Abilene Christian,Cade Hornecker,0.58
Abilene Christian,Ma'Shy Hill,0.202
Abilene Christian,Christian Alston,0.185
Abilene Christian,Joseph Scott,0.022
Abilene Christian,Tylan LEWIS,0.02
Abilene Christian,Isaac Dye,0.019
Air Force,Lucas Hobin,1.862
Air Force,Kam Sanders,1.71
Air Force,Ethan Greenberg,1.454
Air Force,Riley Dering,1.171
Air Force,Eli Robinson,0.846
Air Force,Wesley Celichowski,0.74
Air Force,AJ Patterson,0.366
Air Force,Justin Hinds,0.27
Air Force,Kolby Gilles,0.249
Air Force,Caleb Walker,0.157
Air Force,Brendan Martin,0.137
Air Force,Elliott Taite,0.007
Air Force,Josh Gatete,0.006
Air Force,Sam Imade,0.005
Akron,Tavari Johnson,1.493
Akron,Amani Lyles,1.032
Akron,Evan Mahaffey,0.955
Akron,Shammah Scott,0.84
Akron,Bowen Hardman,0.784
Akron,Eric Mahaffey,0.621
Akron,Sharron Young,0.54
Akron,Zach Halligan,0.517
Akron,Marvin Musiime-Kamali,0.169
Akron,Halil Barre,0.03
Alabama,Labaron Philon,3.187
Alabama,Aden Holloway,2.87
Alabama,Amari Allen,2.665
Alabama,Latrell Wrightsell Jr.,2.605
Alabama,Aiden Sherrell,2.323
Alabama,Houston Mallette,1.394
Alabama,London Jemison,0.974
Alabama,Taylor Bol Bowen,0.066
Alabama,Jalil Bethea,0.052
Alabama,Noah Williamson,0.041
Alabama A&M,Kintavious Dozier,2.094
Alabama A&M,James Graham,1.794
Alabama A&M,Koron Davis,1.657
Alabama A&M,Sami Pissis,1.571
Alabama A&M,P.J. Eason,0.897
Alabama A&M,Bilal Abdur-Rahman,0.429
Alabama A&M,Louis Hutchinson,0.425
Alabama A&M,Angok Anyang,0.173
Alabama A&M,James Flippin,0.145
Alabama A&M,Tajden Davis,0.12
Alabama A&M,Samuel Onu,0.037
Alabama A&M,Gabe Kincy,0.023
Alabama A&M,Jalen Carruth,0.005
Alabama St.,Micah Simpson,1.986
Alabama St.,Tyler Byrd,1.49
Alabama St.,Jerquarius Stanback,1.215
Alabama St.,Tyler Mack,1.169
Alabama St.,Cam Palesse,1.082
Alabama St.,Demarien Yates,0.908
Alabama St.,Mario Andrews,0.516
Alabama St.,Jasteven Walker,0.405
Alabama St.,R'Chaun King,0.302
Alabama St.,Asjon Anderson,0.177
Alcorn,Jameel Morris,1.842
Alcorn,Tycen McDaniels,1.673
Alcorn,Davian Williams,1.616
Alcorn,Shane Lancaster,1.605
Alcorn,Nick Woodard,1.533
Alcorn,Omari Hamilton,1.073
Alcorn,Bryson Calamese,0.583
Alcorn,Travis Roberts,0.526
Alcorn,Jeremy Ellis,0.029
American,Greg Jones,1.841
American,Geoff Sprouse,1.716
American,Matt Mayock,1.715
American,Julen Iturbe,1.684
American,Madden Collins,1.543
American,Kade Sebastian,1.169
American,Wyatt Nausadis,0.648
American,Chris Eagan,0.227
American,Dean Hogans,0.026
App State,Alonzo Dodd,2.303
App State,Kasen Jennings,1.885
App State,Luke Wilson,1.777
App State,Jalen Tot,1.559
App State,Michael Marcus Jr.,1.202
App State,Eren Banks,0.931
App State,Chad Moodie,0.472
App State,Jacari Brim,0.006
Arizona,Brayden Burries,1.387
Arizona,Ivan Kharchenkov,1.054
Arizona,Jaden Bradley,1.023
Arizona,Motiejus Krivas,1.019
Arizona,Tobe Awaka,1.0
Arizona,Anthony Dell'Orso,0.628
Arizona,Koa Peat,0.554
Arizona,Dwayne Aristode,0.108
Arizona,Sidi Gueye,0.033
Arizona,Evan Nelson,0.016
Arizona,Addison Arnold,0.004
Arizona,Sven Djopmo,0.002
Arizona,Jackson Cook,0.001
Arizona,Jackson Francois,0.001
Arizona St.,Maurice Odum,1.52
Arizona St.,Massamba Diop,1.373
Arizona St.,Anthony Johnson,1.008
Arizona St.,Andrija Grbovic,0.853
Arizona St.,Noah Meeusen,0.775
Arizona St.,Allen Mukeba,0.624
Arizona St.,Santiago Trouet,0.303
Arizona St.,Bryce Ford,0.204
Ark.-Pine Bluff,Quion Williams,2.308
Ark.-Pine Bluff,Jaquan Scott,2.07
Ark.-Pine Bluff,Trevon Payton,1.857
Ark.-Pine Bluff,Alex Mirhosseini,1.692
Ark.-Pine Bluff,Milhan Charles,1.647
Ark.-Pine Bluff,Ramel Lloyd Jr.,0.585
Ark.-Pine Bluff,Dennis Asoro,0.233
Ark.-Pine Bluff,Anthony Sellars,0.117
Ark.-Pine Bluff,Ahmad Johnson,0.043
Ark.-Pine Bluff,Kyle Brown,0.006
Arkansas,Darius Acuff jr.,1.727
Arkansas,Trevon Brazile,1.591
Arkansas,Billy Richmond III,1.547
Arkansas,Meleek Thomas,1.473
Arkansas,Nick Pringle,0.681
Arkansas,Malique Ewin,0.57
Arkansas,Isaiah Sealy,0.108
Arkansas,D.J. Wagner,0.008
Arkansas,Karter Knox,0.006
Arkansas,Jaden Karuletwa,0.003
Arkansas,Amere Brown,0.001
Arkansas,Ayden Kelley,0.001
Arkansas,Elmir Dzafic,0.001
Arkansas St.,Christian Harmon,2.284
Arkansas St.,Chandler Jackson,1.629
Arkansas St.,Aly Tounkara,1.465
Arkansas St.,Jalen Hampton,1.421
Arkansas St.,TJ Caldwell,1.192
Arkansas St.,Matt Hayman,1.138
Arkansas St.,Joey Chammaa,0.901
Arkansas St.,Chudi Dioramma,0.604
Arkansas St.,Jaxon Ellingsworth,0.533
Arkansas St.,Royal Blue Smith,0.075
Arkansas St.,Fredy-Salam Sylla,0.019
Army West Point,Jacen Holloway,1.665
Army West Point,Jaxson Bell,1.497
Army West Point,Ryan Curry,1.214
Army West Point,Jorn Everson,1.126
Army West Point,Jackson Furman,0.997
Army West Point,Kevin McCarthy,0.681
Army West Point,Tate Laczkowski,0.639
Army West Point,Joshua Eli,0.568
Army West Point,Dillon Watt,0.153
Army West Point,Dylan Benner,0.119
Army West Point,Alex Engro,0.081
Army West Point,Jackson Mayo,0.051
Army West Point,Brendon O'Keefe,0.008
Army West Point,Dylan Murans,0.007
Army West Point,Jahaan Green,0.007
Army West Point,Chanse Perkins,0.0
Auburn,Tahaad Pettiford,1.632
Auburn,KeShawn Murphy,1.296
Auburn,Kevin Overton,1.154
Auburn,Sebastian Williams-Adams,1.056
Auburn,Elyjah Freeman,0.672
Auburn,Keyshawn Hall,0.502
Auburn,Filip Jovic,0.277
Auburn,Blake Muschalek,0.013
Auburn,Simon Walker,0.009
Austin Peay,Collin Parker,2.472
Austin Peay,Rashaud Marshall,2.11
Austin Peay,Zyree Collins,2.083
Austin Peay,Anton Brookshire,1.855
Austin Peay,Tate McCubbin,1.37
Austin Peay,Ja'Corey Robinson,1.101
Austin Peay,Travis Torain,0.557
Austin Peay,Creighton Morisch,0.265
Austin Peay,Tyler Wagner,0.081
Austin Peay,Matt Enright,0.004
BYU,Robert Wright III,2.598
BYU,AJ Dybantsa,2.574
BYU,Kennard Davis Jr.,1.598
BYU,Richie Saunders,1.432
BYU,Keba Keita,0.841
BYU,Khadim Mboup,0.462
BYU,Mihailo Boskovic,0.253
BYU,Tyler Mrus,0.145
BYU,Aleksej Kostić,0.079
BYU,Dominique Diomande,0.001
Ball St.,Davion Hill,1.702
Ball St.,Armoni Zeigler,1.506
Ball St.,Elmore James,1.195
Ball St.,Mason Jones,1.096
Ball St.,Juwan Maxey,0.943
Ball St.,Devon Barnes,0.931
Ball St.,Kayden Fish,0.775
Ball St.,Preston Copeland,0.382
Ball St.,Cam Denson,0.301
Ball St.,Jai Anthoni Bearden,0.008
Ball St.,Kody Clancy,0.001
Baylor,Tounde Yessoufou,2.584
Baylor,Cameron Carr,2.348
Baylor,Caden Powell,1.669
Baylor,Obi Agbim,1.653
Baylor,Isaac Williams,1.5
Baylor,Michael Rataj,0.87
Baylor,Drew Perry,0.001
Baylor,Will Kuykendall,0.001
Bellarmine,Jack Karasinski,2.119
Bellarmine,Kenyon Goodin,1.772
Bellarmine,Sam Donald,1.739
Bellarmine,Tyler Doyle,1.728
Bellarmine,Brian Waddell,1.599
Bellarmine,Jacob Wassler,0.689
Bellarmine,Donovan Hunter,0.682
Bellarmine,Michael Wilson Jr.,0.302
Bellarmine,Myles Watkins,0.161
Bellarmine,Grant Whitaker,0.104
Bellarmine,Grant Neal,0.025
Bellarmine,Darrius Bolden,0.016
Bellarmine,Tommy Clark,0.006
Belmont,Tyler Lundblade,3.475
Belmont,Sam Orme,2.839
Belmont,Jack Smiley,1.856
Belmont,Drew Scharnowski,1.751
Belmont,Eoin Dillon,1.702
Belmont,Aidan Noyes,1.616
Belmont,Isaiah West,1.285
Belmont,Jabez Jenkins,0.999
Belmont,Win Miller,0.068
Belmont,Cooper Haynes,0.017
Belmont,Keith Robbins,0.011
Belmont,Jake Dykstra,0.003
Belmont,Graydon Lemke,0.002
Bethune-Cookman,Jakobi Heady,2.472
Bethune-Cookman,Tyler Andrews,1.472
Bethune-Cookman,Quentin Heady,1.347
Bethune-Cookman,Daniel Rouzan,1.344
Bethune-Cookman,Arterio Morris,1.34
Bethune-Cookman,Ariel Bland,1.147
Bethune-Cookman,Seneca Willoughby,1.099
Bethune-Cookman,Jordan Johnson,0.138
Bethune-Cookman,Doctor Bradley,0.064
Bethune-Cookman,Dailon Minor,0.001
Bethune-Cookman,David Onanina,0.001
Binghamton,Jeremiah Quigley,2.293
Binghamton,Jackson Benigni,2.272
Binghamton,Stephan Snagg,1.839
Binghamton,Wes Peterson,1.722
Binghamton,Zyier Beverly,0.484
Binghamton,Jake Blackburn,0.133
Binghamton,Nevin Ibroci,0.084
Binghamton,Ryan Richardson,0.001
Boise St.,Dylan Andrews,1.655
Boise St.,Javan Buchanan,1.268
Boise St.,Pearson Carmichael,1.129
Boise St.,Drew Fielder,1.087
Boise St.,Andrew Meadow,0.716
Boise St.,Dominic Parolin,0.589
Boise St.,Spencer Ahrens,0.316
Boise St.,Aginaldo Neto,0.311
Boise St.,RJ Keene,0.156
Boise St.,Bhan Buom,0.005
Boston College,Boden Kapke,1.855
Boston College,Fred Payne,1.784
Boston College,Jayden Hastings,1.3
Boston College,Luka Toews,1.107
Boston College,Chase Forte,0.898
Boston College,Aidan Shaw,0.778
Boston College,Donald Hand Jr.,0.671
Boston College,Caleb Steger,0.404
Boston College,Jason Asemota,0.375
Boston College,Marko Radunovic,0.001
Boston U.,Michael McNair,2.595
Boston U.,Ben Defty,2.346
Boston U.,Chance Gladden,2.155
Boston U.,Azmar Abdullah,1.835
Boston U.,Sam Hughes,1.629
Boston U.,Donte Tisinger,1.204
Boston U.,Quinn Nielsen,0.172
Boston U.,Peter Carr,0.002
Bowling Green,Javontae Campbell,2.237
Bowling Green,Sam Towns,1.955
Bowling Green,Josiah Shackelford,1.686
Bowling Green,Justin Thomas,1.113
Bowling Green,Troy Glover II,1.103
Bowling Green,Mayar Wol,1.056
Bowling Green,Javon Ruffin,0.856
Bowling Green,Aiden Goins,0.481
Bowling Green,Makhi Leach,0.063
Bowling Green,Camden Karel,0.01
Bowling Green,Jason Kimbrough Jr.,0.005
Bradley,Jaquan Johnson,2.167
Bradley,Timoty van der Knaap,1.3
Bradley,Corey Thomas,1.215
Bradley,Alex Huibregtse,1.197
Bradley,Ahmet Jonovic,1.164
Bradley,AJ Smith,1.056
Bradley,Montana Wheeler,0.995
Bradley,Kai Yu,0.382
Bradley,Dietrich Richardson,0.156
Bradley,Demarion Burch,0.001
Brown,Landon Lewis,1.385
Brown,Luke Paragon,0.896
Brown,Jeremiah Jenkins,0.877
Brown,N'famara Dabo,0.862
Brown,Malcolm Wrisby-Jefferson,0.839
Brown,David Rochester,0.618
Brown,Isaiah Langham,0.38
Brown,Adrian Uchidiuno,0.367
Brown,Charlie OSullivan,0.096
Bryant,Keegan Harvey,2.001
Bryant,Timofei Rudovskii,1.678
Bryant,"Ashley Sims, II",1.464
Bryant,Aaron Davis,1.454
Bryant,Khalil Williams,0.949
Bryant,Jakai Robinson,0.74
Bryant,Lennart Weber,0.501
Bryant,Ty Tabales,0.372
Bryant,Daniel Akoue,0.139
Bryant,Gio Sanford,0.036
Bryant,Langston Bailey,0.008
Bryant,Frankie Vassalluzzo,0.003
Bryant,Jaheim Nyam,0.001
Bryant,Jason Sepe,0.001
Bryant,Michael DeOrsey,0.001
Bucknell,Amon Dörries,2.331
Bucknell,Achile Spadone,2.316
Bucknell,Jayden Williams,1.731
Bucknell,Aleksander Pachucki,0.764
Bucknell,Pat Curtin,0.737
Bucknell,Quin Berger,0.624
Bucknell,Patrick O'Brien,0.359
Bucknell,Jacob Meachem,0.266
Bucknell,Kellen Welch,0.002
Buffalo,Angelo Brizzi,1.41
Buffalo,Noah Batchelor,1.245
Buffalo,Ryan Sabol,1.209
Buffalo,Tim Oboh,0.899
Buffalo,Derrick Talton Jr,0.8
Buffalo,Ezra McKenna,0.185
Buffalo,Daniel Freitag,0.131
Buffalo,Kyle Jones,0.088
Buffalo,Mikhail Pocknett,0.028
Buffalo,Matas Buteliauskas,0.017
Butler,Michael Ajayi,2.013
Butler,Finley Bizjack,1.447
Butler,Yohan Traore,1.07
Butler,Evan Haywood,1.053
Butler,Efeosa Oliogu-Elabor,0.876
Butler,Drayton Jones,0.863
Butler,"Jamie Kaiser, Jr.",0.789
Butler,Jackson Keith,0.4
Butler,Yame Butler,0.288
Butler,Ethan McComb,0.001
CSU Bakersfield,Ronald Jessamy,1.166
CSU Bakersfield,Dailin Smith,1.022
CSU Bakersfield,AJ George,0.919
CSU Bakersfield,Mike Price,0.806
CSU Bakersfield,Tom Mark,0.718
CSU Bakersfield,Kadar Waller,0.449
CSU Bakersfield,Pierre Geneste Jr.,0.401
CSU Bakersfield,Bentley Waller,0.244
CSU Bakersfield,Dylan Purnell,0.03
CSUN,Larry Hughes II,1.5
CSUN,Mahmoud Fofana,1.258
CSUN,Josiah Davis,1.114
CSUN,Joshua O'Garro,1.061
CSUN,Jordan Brinson,0.913
CSUN,Jai Chisolm,0.681
CSUN,James Evans Jr.,0.474
CSUN,Davius Loury,0.155
CSUN,Grady Lewis,0.15
CSUN,Aleks Szymczyk,0.037
CSUN,Greg Gazarian,0.001
CSUN,Joseph Barrio,0.001
CSUN,Robert Thibiant,0.001
Cal Poly,Peter Bandelj,2.0
Cal Poly,Hamad Mousa,1.979
Cal Poly,Guzman Vasilic,1.741
Cal Poly,Cayden Ward,1.635
Cal Poly,Austin Goode,1.175
Cal Poly,Jackson Mosley,0.569
Cal Poly,Jake Davis,0.458
Cal Poly,Jess Esso Essis,0.434
Cal Poly,Troy Plumtree,0.302
Cal Poly,Ali Assran,0.188
Cal Poly,"Aaron Price, Jr.",0.002
Cal St. Fullerton,Josh Ward,1.866
Cal St. Fullerton,Jefferson De La Cruz Monegro,1.697
Cal St. Fullerton,Landon Seaman,1.415
Cal St. Fullerton,Christian Williams,1.07
Cal St. Fullerton,Bryce Cofield,1.019
Cal St. Fullerton,Jaden Henderson,0.837
Cal St. Fullerton,Kendrick De Luna,0.764
Cal St. Fullerton,Bailey Nunn,0.684
Cal St. Fullerton,Kiwane Garris Jr,0.573
Cal St. Fullerton,Davis White,0.429
Cal St. Fullerton,Benjamin Winker,0.003
Cal St. Fullerton,Matthew Quinlan,0.003
California,John Camden,2.223
California,Dai Dai Ames,2.177
California,Chris Bell,2.098
California,Justin Pippen,1.754
California,Milos Ilic,1.517
California,Semetri (TT) Carr,0.469
California,Mantas Kocanas,0.364
California,Nolan Dorsey,0.336
California,DeJuan Campbell,0.331
California,Dhiaukuei Manyiel Dut,0.02
California,Sammie Yeanay,0.003
California Baptist,Dominique Daniels Jr.,2.326
California Baptist,Martel Williams,1.799
California Baptist,Jayden Jackson,1.422
California Baptist,Jonathan Griman,0.759
California Baptist,Bradey Henige,0.716
California Baptist,Miles Daniels,0.512
California Baptist,Jordan Mueller,0.386
California Baptist,Thomas Ndong,0.329
California Baptist,Devon Malcolm,0.206
California Baptist,Rene D'Amelio,0.111
California Baptist,Monty Bowser,0.023
California Baptist,Nathaniel Garcia,0.006
Campbell,Jeremiah Williamson-Johnson,1.637
Campbell,Dovydas Butka,1.412
Campbell,D.J. Smith,1.236
Campbell,Cam Gregory,1.132
Campbell,Muneer Newton,0.876
Campbell,Chris Fields Jr.,0.45
Campbell,Tasos Cook,0.334
Campbell,Dominykas Butka,0.015
Canisius,Bryan Ndjonga,2.46
Canisius,Mike Evbagharu,2.365
Canisius,Javante Edwards,1.968
Canisius,Kahlil Singleton,1.291
Canisius,Myles Wilmoth,1.21
Canisius,Christopher Kumu,0.863
Canisius,King Ijeoma,0.488
Canisius,Evan van der Plas,0.463
Canisius,Brendan Oliver,0.394
Canisius,Max Jusianiec,0.236
Canisius,Trevor Augustine,0.005
Canisius,Andreo Ash,0.001
Canisius,Nicco DiGiulio,0.001
Canisius,Zach Christian,0.001
Central Ark.,Camren Hunter,3.036
Central Ark.,Luke Moore,2.886
Central Ark.,Cole McCormick,2.192
Central Ark.,Ty Robinson,1.915
Central Ark.,Javion Guy-King,1.864
Central Ark.,Malchiah Marable,1.806
Central Ark.,Truman Byrne,1.177
Central Ark.,Harrison Beauchamp,0.614
Central Ark.,Parker Applegate,0.056
Central Ark.,Tyler Lee,0.05
Central Ark.,John Shulman,0.002
Central Ark.,Owen Derhmann,0.001
Central Conn. St.,"Darin Smith, Jr.",2.316
Central Conn. St.,Max Frazier,2.083
Central Conn. St.,Jay Rodgers,1.741
Central Conn. St.,Melo Sanchez,1.206
Central Conn. St.,Roddy Jones,1.047
Central Conn. St.,Daniel Etiosa James,0.786
Central Conn. St.,James Jones,0.677
Central Conn. St.,Elijah Parker,0.418
Central Conn. St.,Ashton Reynolds,0.04
Central Conn. St.,Nico Ashley,0.015
Central Conn. St.,Jayden Mott,0.014
Central Mich.,Tamario Adley,1.253
Central Mich.,Phat Phat Brooks,1.101
Central Mich.,Nathan Claerbaut,0.935
Central Mich.,Keenan Garner,0.871
Central Mich.,Logan McIntire,0.709
Central Mich.,Nick Mullen,0.708
Central Mich.,Jaxson Whitaker,0.675
Central Mich.,Jalen Kampen,0.258
Central Mich.,Will Ashford,0.181
Central Mich.,Kayden Nation,0.022
Central Mich.,Jorden Brooks,0.009
Charleston So.,Jesse Hafemeister,2.161
Charleston So.,Jacob Taylor,1.739
Charleston So.,Lase Olalere,1.263
Charleston So.,Nate Brafford,1.262
Charleston So.,Armari Carraway,0.922
Charleston So.,Trent Coleman,0.769
Charleston So.,Reis Jones,0.605
Charleston So.,A'lahn Sumler,0.323
Charleston So.,Devin Brafford,0.252
Charleston So.,Jaquias Franklin,0.118
Charleston So.,Brycen Blaine,0.115
Charleston So.,A.J. Gladieux,0.0
Charleston So.,Easton Hupp,0.0
Charlotte,Arden Conyers,0.993
Charlotte,Dezayne Mingo,0.847
Charlotte,Major Freeman,0.738
Charlotte,Ben Bradford,0.713
Charlotte,Anton Bonke,0.588
Charlotte,Damoni Harrison,0.537
Charlotte,Ethan Butler,0.325
Charlotte,Spencer Elliott,0.301
Charlotte,Jarne Elouna Eyenga,0.25
Charlotte,Raúl Villar,0.175
Charlotte,Nick Richart,0.061
Charlotte,Kylan Blackmon,0.031
Charlotte,Kuluel Mading,0.01
Chattanooga,Jordan Frison,2.709
Chattanooga,Brennan Watkins,2.707
Chattanooga,Tate Darner,2.518
Chattanooga,"Teddy Washington, Jr.",1.627
Chattanooga,Houston Holland,0.991
Chattanooga,Jikari Johnson,0.922
Chattanooga,Collin Mulholland,0.82
Chattanooga,Makai Richards,0.682
Chattanooga,Billy Smith,0.441
Chattanooga,Parker Robison,0.278
Chattanooga,Josh Bowman,0.26
Chicago St.,CJ Ray,2.718
Chicago St.,Marcus Tankersley,2.701
Chicago St.,Braelon Bush,2.216
Chicago St.,Corey Sands,1.786
Chicago St.,Doyel Cockrill III,1.567
Chicago St.,Dailliss Cox,1.327
Chicago St.,Joseph Owens,1.172
Chicago St.,Malek Robinson,0.78
Chicago St.,Stephen Byard,0.157
Chicago St.,Chauncey Gibson,0.061
Chicago St.,Daniel Zatsepin,0.058
Chicago St.,Dakari Thomas,0.02
Chicago St.,Lionel Larvadain,0.004
Cincinnati,Baba Miller,2.394
Cincinnati,Jalen Celestine,2.361
Cincinnati,Day Day Thomas,1.869
Cincinnati,Sencire Harris,0.562
Cincinnati,Keyshuan Tillery,0.54
Cincinnati,Moustapha Thiam,0.502
Cincinnati,Halvine Dzellat,0.328
Cincinnati,Tyler McKinley,0.257
Cincinnati,Jordi Rodriguez,0.128
Cincinnati,Kerr Kriisa,0.017
Cincinnati,Grant Darbyshire,0.002
Clemson,Ace Buckner,1.527
Clemson,Nick Davidson,1.513
Clemson,Jestin Porter,1.421
Clemson,Carter Welling,1.279
